FIPS,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
01001,20.2,2.3,2.8,0.8,19.7,2.6,9.6,1.3,7.4,1.3,15.6,0.2,23.4,0.1,16.4,1.1,5.6,1.3,0.4,0.4,27.4,0.4,3.9,1.5,15.6,1.8,1.4,0.7,4,1.1,0.9,0,0.3621,0.1457,0.3388,0.4276,0.412,1.6862,0.2367,0.1718,0.6962,0.5581,0.5304,0.315,2.2715,0.3675,0.6354,0.6354,0.6354,0.5921,0.6892,0.3198,0.2491,0.1091,1.9593,0.2358,6.5524,0.2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42938,10.9,1.7,19.6,0.9,3.2,0,1.1,0.4,0.1,0.1,0,0.1,3.3,1,0.2,0.3
01003,18.3,1.3,3.4,0.6,23.2,1.7,8.4,0.7,9.3,0.8,21.2,0.1,21.2,0,13.9,0.7,4.2,0.6,0.8,0.2,17.7,0.4,16.6,0.9,10.2,0.8,1.9,0.3,2.3,0.4,1.5,0,0.2638,0.2393,0.6297,0.3303,0.5727,2.0358,0.3433,0.6755,0.391,0.3261,0.2412,0.518,2.1518,0.2883,0.489,0.489,0.489,0.9535,0.5068,0.5087,0.0563,0.3299,2.3552,0.4308,7.0318,0.3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,226339,10.9,1.1,8.3,0.3,4.8,0,0.9,0.1,0.2,0.1,0,0.1,3.1,0.4,0.4,0.3
01005,37.7,2.7,5.8,1.8,25.1,3.5,23.5,2,10.7,1.4,19.8,0.1,20.7,0.1,18.1,1.8,11.3,1.8,2,1,55.4,0.7,1.4,0.7,29.2,2.8,3.8,1.3,11.7,2.1,12,0.4,0.936,0.7082,0.7556,0.9618,0.6701,4.0317,0.9399,0.5453,0.3331,0.6974,0.9701,0.7773,3.3232,0.9399,0.8941,0.8941,0.8941,0.2494,0.9373,0.8587,0.9586,0.9551,3.9591,0.9959,12.2081,0.9927,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,1,1,3,6,27455,31.8,3.3,46.9,0.9,4.8,0,0.5,0.1,0.3,0.1,0,0.1,1.8,0.7,1.2,0.8
01007,29,4.5,8.7,3,23.2,4.6,21.1,2.8,8.4,1.9,16.8,0.6,21.2,0.4,19.6,2.2,7.2,2.5,0.3,0.5,25.8,0.2,2.7,1.8,30.6,4.3,1.3,0.7,7.5,3.5,6.4,1.2,0.7515,0.9338,0.6297,0.9373,0.4995,3.7518,0.8893,0.258,0.391,0.7868,0.7706,0.2475,2.4539,0.4954,0.6185,0.6185,0.6185,0.4531,0.95,0.2765,0.7792,0.8664,3.3252,0.8931,10.1494,0.8451,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,18664,20.2,4.3,20.7,1.3,2.9,0,0.3,0.4,0.1,0.1,0,0.2,1.7,1,0.1,0.1
01009,22.9,1.8,6,1.3,19.4,2.1,18.2,1.5,10.2,1.3,18.3,0.2,23,0.2,17,1.4,5.3,1.1,2.2,0.5,14.3,0.6,0.9,0.4,23.9,2.3,2.3,0.6,4.8,1.2,1,0,0.49,0.7385,0.3121,0.8734,0.6328,3.0468,0.6866,0.3926,0.6452,0.6134,0.4693,0.7973,2.9178,0.7884,0.413,0.413,0.413,0.1594,0.8778,0.636,0.3939,0.1403,2.2074,0.3532,8.585,0.6166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39822,16.9,2.1,1.2,0.3,9.7,0,0.2,0.2,0.1,0.1,0.2,0.2,2.8,0.7,0.1,0.1
01011,47.4,5.9,3.7,3.7,23.3,6.3,26.6,4.4,12.2,2.9,16.6,0.4,21.1,0,11.2,2.7,16.3,5.4,1.8,1.3,79.4,0.7,4.1,2.6,42.4,5.8,0.8,0.9,10.4,3.8,7.1,0.6,0.9882,0.2924,0.6405,0.9809,0.7585,3.6605,0.8654,0.244,0.3761,0.1114,0.9971,0.7534,2.482,0.5138,0.9809,0.9809,0.9809,0.6087,0.9924,0.1193,0.9332,0.8858,3.5394,0.9491,10.6628,0.8985,1,0,0,1,0,2,0,0,0,1,0,1,1,1,0,1,0,1,0,2,6,8449,38.4,7.1,68.9,0.8,8.8,0,0.4,0.5,0,0.4,0,0.4,1.3,1.1,0,0.4
01013,33.8,3.2,6.8,2.5,22.5,3.3,12.4,2,11,2,21.2,0.5,22.3,0.5,16.2,1.8,7.2,1.8,0.1,0.4,49.1,0.1,0.8,0.5,21.5,2.4,0.6,0.3,5,1.3,1.8,0,0.8743,0.832,0.5756,0.6246,0.6885,3.595,0.8441,0.6755,0.5444,0.5406,0.7706,0.0856,2.6167,0.6106,0.8661,0.8661,0.8661,0.1406,0.8377,0.0722,0.4295,0.4321,1.9121,0.217,8.9899,0.6872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17805,21.4,3,44.6,0.4,1.7,0,1.3,0.3,0.4,0.3,0,0.2,1.2,0.6,0,0.1
01015,28.7,1.7,6.9,1.1,23,1.8,14.9,1,10.8,0.9,17.9,0.1,21.2,0,20.2,1,6.9,1,0.5,0.2,29.5,0.2,3.7,0.6,14.6,1.3,1.7,0.4,5.6,0.9,3.2,0.1,0.7413,0.8403,0.6157,0.7553,0.6742,3.6268,0.854,0.3522,0.391,0.8218,0.7337,0.377,2.6757,0.65,0.658,0.658,0.658,0.5746,0.6634,0.4311,0.5358,0.6901,2.895,0.7114,9.8555,0.8145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120551,16.6,1.4,21.7,0.4,4.1,0,0.6,0.1,0.1,0.1,0.2,0.2,2.5,0.3,0.4,0.2
01017,28.8,3.1,3.6,1.2,23.1,2.8,16.5,2,10.8,1.6,19.7,0.1,20.8,0.1,20.8,1.6,5.6,2,0.3,0.3,45.7,0.2,7.2,1.7,13.6,1.9,5.3,1.7,7,1.4,1.8,0.1,0.7455,0.2752,0.6236,0.8158,0.6742,3.1343,0.7171,0.5348,0.3443,0.847,0.5304,0.2475,2.504,0.5317,0.8396,0.8396,0.8396,0.7922,0.6344,0.937,0.7203,0.4321,3.516,0.9469,9.9939,0.8295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,26891,21.4,2.7,40.8,0.4,3.3,0,0.2,0.2,0,0.1,0,0.1,1.3,0.4,0.2,0.2
01019,25.6,3.4,4,1.5,19.9,2.8,18.1,2.3,10.2,1.8,23.2,0.3,18.9,0.1,20.3,1.9,4.6,1.3,0.9,0.6,9.3,0.4,1.2,0.5,26.9,2.8,0.7,0.3,3.2,1.1,1.2,0,0.6163,0.3509,0.3532,0.8686,0.6328,2.8218,0.6077,0.8034,0.1683,0.8272,0.3223,0.5536,2.6748,0.6494,0.2628,0.2628,0.2628,0.2141,0.9195,0.0948,0.1413,0.2119,1.5816,0.1152,7.341,0.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,18817,21.8,2.9,4,0.6,1.9,0,0.1,0.2,0.5,0.3,0,0.1,2.8,0.7,0.1,0.1
01021,22.8,2.7,5.3,1.4,16,2.6,17.8,2.2,11.5,1.4,16.8,0.4,23.7,0.1,19.4,1.5,3.8,1.1,2.1,0.9,20.9,0.5,0.5,0.4,30.6,2.7,2.6,0.8,3.3,1.1,1,0,0.4852,0.616,0.1012,0.8562,0.7222,2.7808,0.5924,0.258,0.7375,0.7782,0.1734,0.7865,2.7336,0.6837,0.5425,0.5425,0.5425,0.0923,0.95,0.7019,0.1537,0.1403,2.0382,0.2698,8.0951,0.5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,34662,18.6,2.5,9.4,0.5,8.1,0,0.5,0.1,0,0.1,0,0.1,2.1,0.5,0.7,0.5
01023,31.9,3.9,5.2,2.5,19.3,3.6,17.6,2.9,8.2,2.7,23.3,0.1,19.9,0.5,23.6,2.7,6.5,2.4,0.3,0.7,43.5,0.2,0.9,0.6,33.4,4,0.6,0.4,5.7,2.4,1.3,0.1,0.8317,0.5921,0.2994,0.8498,0.4827,3.0557,0.6901,0.8085,0.2507,0.9376,0.6898,0.2475,2.9341,0.798,0.8151,0.8151,0.8151,0.1594,0.9653,0.0722,0.5562,0.252,2.0051,0.2539,8.81,0.6548,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,11793,30.5,4.3,39.9,1.4,1.1,0,0.1,0.2,0.2,0.2,0,0.3,2.1,1.3,0,0.3
01025,29.7,3.2,12.5,3.3,20,3.1,18.6,2.5,9.5,1.8,20.4,0.1,22,0.4,19.6,1.9,7.8,2,0.1,0.4,48.8,0.4,1.4,0.9,25.2,3,1.4,0.7,10.6,2.8,1.6,0.1,0.7703,0.9866,0.3624,0.8839,0.5861,3.5893,0.8412,0.6052,0.5014,0.7868,0.833,0.0856,2.812,0.7264,0.8641,0.8641,0.8641,0.2494,0.8956,0.3198,0.9386,0.3675,2.7709,0.6462,10.0363,0.8365,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,23287,29,3.9,45.4,0.4,1.5,0,0.4,0.1,0.1,0.1,0,0.2,0.8,0.4,0.6,0.4
01027,29.1,4.9,5.7,2.3,20.6,4,16.7,2.5,8.1,2.1,20.8,0.5,20.5,0,19.6,2.6,5.6,1.6,0,0.6,19.9,0.4,0.7,0.4,23.9,4,2.1,1,6.4,1.9,1.8,0.1,0.7553,0.6939,0.4168,0.8221,0.4741,3.1622,0.7235,0.6459,0.3102,0.7868,0.5304,0,2.2733,0.3688,0.5269,0.5269,0.5269,0.1254,0.8778,0.5759,0.6497,0.4321,2.6609,0.5851,8.6233,0.6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12537,24.9,4.2,12.6,1.5,3.1,0,0.3,0.3,0,0.3,0,0.3,3.9,1.5,0.1,0.1
01029,27.7,4.7,2.6,1.4,17.8,3.5,17.5,2.2,10.1,2,19.6,0.6,22.8,0.4,21.4,2.2,4.9,1.7,0.4,0.5,7.8,0.3,0.3,0.5,31.5,3.5,2.6,1,6.8,2.5,1.1,0.1,0.7038,0.1225,0.1922,0.847,0.6255,2.491,0.4938,0.5231,0.616,0.8753,0.3843,0.315,2.7137,0.6739,0.1985,0.1985,0.1985,0.0576,0.957,0.7019,0.6949,0.1798,2.5912,0.5482,7.9944,0.5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,11222,26,3.8,2.7,0.4,2.6,0,0.1,0.2,0.1,0.2,0,0.2,2,0.5,0.2,0.2
01031,26.2,1.7,4.8,1,20.6,2.3,13.4,1.3,10.9,1,17.1,0.1,23.7,0,18.3,1,8.8,1.4,1.7,0.5,31.2,0.1,1.6,0.6,13.3,1.3,2,0.5,4,0.8,1.3,0,0.6446,0.518,0.4168,0.678,0.6822,2.9396,0.6497,0.2838,0.7375,0.7114,0.9042,0.7369,3.3738,0.9488,0.6806,0.6806,0.6806,0.2867,0.6262,0.5415,0.2491,0.252,1.9555,0.2323,8.9495,0.6802,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,49797,14.8,1.5,16.1,0.8,8.4,0,1.1,0.3,0.5,0.2,0,0.1,5,0.8,0.1,0.1
01033,23.1,2.3,3.4,0.7,22.9,2.6,13.6,1.4,7.9,1.2,20,0.1,20.9,0.1,17.3,1.1,6.3,1.4,0.9,0.5,22.3,0.1,3.1,0.8,8.4,1.3,1.4,0.5,4.7,1,0.9,0.1,0.5014,0.2393,0.6071,0.6885,0.4556,2.4919,0.4944,0.566,0.3548,0.6341,0.6538,0.5536,2.7623,0.6984,0.5644,0.5644,0.5644,0.5062,0.4298,0.3198,0.3751,0.1091,1.74,0.16,7.5586,0.4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60833,23.8,2.1,16,0.5,3.2,0,0.4,0.2,0.3,0.2,0.1,0.1,2.2,0.5,0.1,0.2
01035,38.6,5,4.4,2.2,17.9,4.3,10.6,3.1,8.6,2.3,23.4,0,20.5,0,20.9,3.2,5.6,2.7,0,0.7,50.3,0.2,1.3,1.4,26,3.9,0.7,0.7,7,3.4,0.5,0.1,0.9453,0.4267,0.1973,0.5078,0.5138,2.5909,0.5272,0.8129,0.3102,0.8521,0.5304,0,2.5056,0.5332,0.8727,0.8727,0.8727,0.2316,0.9077,0.0948,0.7203,0.0388,1.9932,0.2482,7.9624,0.5122,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,10735,33,5.6,48,1.1,0.7,0.8,0.3,0.3,0.3,0.3,0,0.3,1,0.6,0.1,0.2
01037,22.2,3.9,4.4,3,15.3,3.9,16.5,3.4,6.2,2,24.4,0.4,16.1,0.7,25.6,3.5,4.7,2.4,0,0.8,35.8,1,0.1,0.2,30,3.7,3.7,1.5,3.8,1.6,3.5,0.2,0.4582,0.4267,0.077,0.8158,0.2883,2.066,0.3513,0.8581,0.0449,0.9695,0.3411,0,2.2136,0.328,0.7321,0.7321,0.7321,0.0309,0.9443,0.8486,0.2208,0.7178,2.7624,0.6427,7.7741,0.4808,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,6473,21.5,4.7,30.2,0.3,2.7,0,0,0.4,0.1,0.1,0,0.4,2.2,0.9,0.6,0.8
01039,30.1,2.7,5.5,1.5,20.9,2.5,14.2,1.7,10.3,1.9,21.7,0.2,21.9,0.1,20.8,1.4,7.2,1.7,0.1,0.3,17.5,0.2,1,0.4,20.4,2.2,1.6,0.5,6.4,1.4,1.9,0.1,0.784,0.6583,0.4413,0.7184,0.6395,3.2415,0.7509,0.7136,0.4846,0.847,0.7706,0.0856,2.9014,0.7821,0.4839,0.4839,0.4839,0.1785,0.8183,0.3933,0.6497,0.462,2.5018,0.5075,9.1286,0.7121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35955,21.7,2.3,12.3,0.6,2,0,0.6,0.1,0.3,0.2,0,0.1,2.2,0.7,0.2,0.2
01041,28.4,3,6.1,2.6,20.7,3.3,17.9,2.3,8.5,1.7,19.8,0.6,22.9,0.7,16.9,1.9,5.3,1.9,0.5,0.8,30.1,0.1,0.4,0.4,26.2,3.1,1.1,0.5,7.3,2.3,1.9,0.1,0.7315,0.7544,0.4244,0.861,0.5065,3.2778,0.7588,0.5453,0.6312,0.6052,0.4693,0.377,2.628,0.6201,0.6656,0.6656,0.6656,0.0757,0.9112,0.2027,0.7572,0.462,2.4088,0.4575,8.9802,0.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,10214,34.6,3.8,22.9,1,2.5,0,1.2,0.3,0.1,0.1,0,0.1,3.4,1.2,0,0.3
01043,23.3,1.8,4.3,0.9,18.6,1.9,15.4,1.3,10.6,0.9,18.8,0.1,22.3,0.1,18.2,1.1,5.8,1.1,0.8,0.3,9.2,0.4,2.7,0.7,20.1,1.6,1.9,0.5,2.9,0.7,1.4,0,0.5119,0.4038,0.2479,0.776,0.6627,2.6023,0.5323,0.447,0.5444,0.706,0.5711,0.518,2.7865,0.713,0.2587,0.2587,0.2587,0.4531,0.8097,0.5087,0.1088,0.2943,2.1746,0.3341,7.8221,0.4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84337,15.3,1.4,1.1,0.2,4.6,0,0.3,0.1,0.3,0.2,0,0.1,2.8,0.5,0.1,0.1
01045,29.6,2.2,7.8,1.4,23.3,2.4,14.3,1.4,10,1.3,17.5,0.3,23.1,0.1,20.8,1.3,7.5,1.2,0.9,0.4,32.7,0.2,1.7,0.5,18,1.7,0.7,0.3,5.2,1.2,1.8,0.1,0.7671,0.9049,0.6405,0.7264,0.6185,3.6574,0.8648,0.3159,0.6564,0.847,0.805,0.5536,3.1779,0.9014,0.7003,0.7003,0.7003,0.3029,0.7563,0.0948,0.4642,0.4321,2.0503,0.2736,9.5859,0.7766,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48508,17.2,1.9,20.4,0.5,7,0,1.2,0.2,0.4,0.2,0,0.1,3.2,0.6,0.4,0.3
01047,40.8,3.2,9.1,2.1,28.4,3.4,14.7,1.8,9.5,1.5,19.4,0.4,23.6,0.2,19.8,1.8,8.7,1.8,0.2,0.3,73,0,1.7,0.7,17.4,1.9,1.4,0.4,14.6,2.5,1.5,0.1,0.9644,0.9465,0.896,0.7464,0.5861,4.1394,0.9555,0.5049,0.7245,0.7989,0.8995,0.1661,3.0939,0.867,0.9698,0.9698,0.9698,0.3029,0.7429,0.3198,0.9838,0.3299,2.6793,0.594,10.8824,0.9189,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,37645,23.9,2.7,68.7,1.4,1.1,0,0.6,0.1,0.5,0.4,0,0.1,2,1.5,0,0.1
01049,33.6,2.2,3.9,1.1,20.6,2.2,22.3,1.6,14.6,1.4,17.3,0.2,23.9,0.1,15.4,1.1,5.5,1,4.7,0.7,20.9,0.3,1.1,0.4,22.8,1.6,3.4,0.9,4.2,0.9,1.5,0.1,0.8696,0.3296,0.4168,0.9526,0.8565,3.4251,0.7996,0.3003,0.7639,0.4699,0.5103,0.9208,2.9652,0.8139,0.5425,0.5425,0.5425,0.1969,0.8581,0.8221,0.2879,0.3299,2.4949,0.5017,9.4277,0.756,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,63272,17.1,1.8,1.5,0.2,15.4,0,0.1,0.1,0.5,0.2,0,0.1,2.9,0.3,0.5,0.3
01051,18.7,2.1,4.2,0.8,18.5,2.1,11.5,1,8.2,1.1,15.8,0.1,21.7,0.1,15.2,1,6.9,1.3,0.7,0.3,27.6,0.2,3.2,0.9,16.3,1.7,1.3,0.5,4.3,0.9,4.9,0.2,0.2844,0.3853,0.2402,0.5695,0.4827,1.9621,0.3185,0.1861,0.4534,0.4489,0.7337,0.4776,2.2997,0.3869,0.6373,0.6373,0.6373,0.5164,0.7121,0.2765,0.3061,0.8148,2.6259,0.5667,7.525,0.4397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70888,11.7,1.4,20.8,0.7,3.1,0,0.7,0.2,0.2,0.1,0,0.1,2.7,0.7,0,0.1
01053,38.3,2.8,9.2,2.8,22.4,3,17.7,1.9,12.3,1.8,18.6,0.2,22.7,0,20.3,1.6,6.3,1.8,0.4,0.4,39.8,0.2,0.7,0.4,20.4,2.3,0.5,0.3,6.1,1.6,6.9,0.3,0.943,0.9488,0.5676,0.8533,0.7633,4.076,0.9462,0.4273,0.5997,0.8272,0.6538,0.315,2.823,0.7353,0.7814,0.7814,0.7814,0.1254,0.8183,0.0557,0.6083,0.882,2.4897,0.4986,10.1701,0.8473,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35494,28.6,3.3,30.2,1.5,2.6,0,0.2,0.2,3,0.3,0,0.1,3.6,1.6,0.2,0.1
01055,27.2,1.6,6,1.1,22.1,1.6,13.9,1.1,11.7,1.2,19.4,0.1,21.4,0,17.4,1,6.9,1.1,0.9,0.3,22.9,0.2,3.1,0.5,10.7,0.9,1.7,0.4,4.2,0.8,1.5,0,0.6863,0.7385,0.5415,0.7054,0.734,3.4057,0.7961,0.5049,0.4127,0.6421,0.7337,0.5536,2.847,0.7544,0.574,0.574,0.574,0.5062,0.5278,0.4311,0.2879,0.3299,2.0829,0.2911,8.9096,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99926,16.4,1.2,15,0.4,4.4,0,0.7,0.2,0.1,0.1,0,0.1,2.3,0.4,0.4,0.3
01057,34.5,3.7,9.6,2.9,19.7,3.9,16.3,2.4,10.1,2.4,21.2,0.5,21.1,0.1,23.5,2.2,4.8,1.6,0.1,0.5,16.1,0.3,2.6,1.3,18.9,2.6,1.1,0.6,10.7,2.7,2,0.1,0.8871,0.9583,0.3388,0.8097,0.6255,3.6194,0.8514,0.6755,0.3761,0.9354,0.3624,0.0856,2.435,0.4788,0.4556,0.4556,0.4556,0.4423,0.7801,0.2027,0.9415,0.4916,2.8582,0.6914,9.3682,0.7458,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,13921,26.6,3.4,12.7,1.1,0.4,0.6,0.2,0.2,0.1,0.2,0.2,0.4,2.3,1.1,0.2,0.3
01059,33.3,3.6,3.8,1.8,16.6,3,19.9,2.4,12.5,2.1,17.1,0.5,24.7,0.4,17,1.7,6.9,2,4.2,1.1,24.8,0.3,2.2,1.1,15.5,2.3,1.6,0.6,9.2,2.6,0.9,0.1,0.8635,0.3115,0.1285,0.9173,0.7747,2.9955,0.6675,0.2838,0.8346,0.6134,0.7337,0.9084,3.3739,0.9491,0.6045,0.6045,0.6045,0.3853,0.6857,0.3933,0.8896,0.1091,2.463,0.4846,9.4369,0.7576,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,29771,37.8,3.5,4.2,0.4,18.4,0,0.1,0.1,0.2,0.2,0,0.1,1.5,0.4,0.2,0.3
01061,32,3.6,3.9,1.2,18.9,3,16.6,2.3,12.1,1.6,20.3,0.4,21.9,0,23.9,2.1,4,1.4,0.6,0.5,19.2,1.4,0.4,0.4,25.5,2.9,1.6,0.7,6.8,1.9,1,0,0.8352,0.3296,0.2689,0.8199,0.7537,3.0073,0.6729,0.5953,0.4846,0.943,0.2065,0.4349,2.6643,0.6427,0.5161,0.5161,0.5161,0.0757,0.8995,0.3933,0.6949,0.1403,2.2037,0.3509,8.3914,0.5822,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,19440,25.4,2.8,8.9,0.9,4.4,0,0.5,0.6,0.2,0.1,0,0.1,3.1,0.9,1.9,1.3
01063,50,4.9,4.5,3.8,25.1,6.7,18.1,4.8,13.9,4.9,23.7,1,22,0.7,28.2,4.2,6.7,3.3,0,1,82.9,0.2,3.5,2.5,34.2,5.3,0.3,0.5,13.2,4.9,1.7,0.6,0.9933,0.4537,0.7556,0.8686,0.8326,3.9038,0.9211,0.8288,0.5014,0.9857,0.7127,0,3.0286,0.8425,0.9857,0.9857,0.9857,0.5533,0.9701,0.0315,0.9755,0.4003,2.9307,0.7254,10.8488,0.9157,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,2,5,5981,43.7,6.9,81.8,1.2,0.3,0.4,0,0.5,0.1,0.2,0,0.5,0.6,1,0,0.5
01065,35.9,4.6,7.6,2.1,28.6,5.5,19.4,3.9,7,1.8,19.7,0,23.4,0,25,3.7,3.3,1.6,0.2,100,61.6,1.1,0.9,0.6,38.2,4.5,2.6,1.2,11.5,3.2,1.5,0,0.9138,0.8956,0.901,0.9049,0.3742,3.9895,0.9341,0.5348,0.6962,0.9634,0.1123,0.1661,2.4728,0.5072,0.9259,0.9259,0.9259,0.1594,0.9866,0.7019,0.9564,0.3299,3.1342,0.8148,10.5224,0.8826,1,0,1,1,0,3,0,0,1,0,0,1,1,1,0,1,0,1,0,2,7,11056,29.4,4.2,56.8,1.9,0.2,0.2,0.1,0.1,0.3,0.4,0,0.3,4.3,2,0,0.3
01067,25.9,3.2,5.3,1.8,18.3,3.3,18.5,2.7,9.6,1.9,22.9,0.2,20.4,0.1,20.6,2.2,4.9,1.6,0.3,0.5,30.5,0.4,0.8,0.6,25.2,2.4,1.1,0.4,7.6,1.9,1.7,0.1,0.6325,0.616,0.2243,0.8813,0.5927,2.9468,0.6519,0.7862,0.2994,0.839,0.3843,0.2475,2.5564,0.5695,0.6726,0.6726,0.6726,0.1406,0.8956,0.2027,0.7881,0.4003,2.4273,0.4677,8.6031,0.6195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13765,20.8,3.3,25.1,0.5,2.7,0,0.6,0.1,0.3,0.2,0,0.1,1.7,0.7,0,0.2
01069,27.8,1.2,5,0.5,24,1.1,12.4,0.7,11.7,0.7,18.2,0,22.9,0,16.8,0.6,8.1,0.6,0.5,100,35.1,0.2,4.1,0.4,12.5,0.8,1.3,0.2,6.2,0.6,1.1,0,0.7073,0.5603,0.6892,0.6246,0.734,3.3154,0.7703,0.3793,0.6312,0.5953,0.8597,0.377,2.8425,0.7499,0.7251,0.7251,0.7251,0.6087,0.5962,0.2765,0.6223,0.1798,2.2835,0.3936,9.1665,0.7175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113898,17.1,0.8,27.1,0.2,3.6,0,0.9,0.1,0.2,0.1,0,0.1,2.9,0.3,0.4,0.2
01071,31,2.5,6,1.4,21.9,2.3,18,1.7,11,1.1,20.6,0.1,20.6,0,21.7,1.4,6.3,1,0.7,0.4,11.2,0.1,1.1,0.4,21.5,1.9,2.2,0.6,4.6,1,1.3,0,0.8113,0.7385,0.5288,0.8638,0.6885,3.6309,0.8552,0.6255,0.3213,0.8864,0.6538,0.4776,2.9646,0.8136,0.328,0.328,0.328,0.1969,0.8377,0.6083,0.3551,0.252,2.25,0.3783,9.1735,0.7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47017,16.6,1.7,3.2,0.4,3.2,0,0.4,0.1,0.8,0.2,0,0.1,3.5,0.4,0.1,0.1
01073,24.6,0.9,5.4,0.4,28.3,0.8,8.9,0.4,9,0.4,16.3,0.1,22.7,0.1,14.9,0.4,7.4,0.4,1,0.2,51.1,0.1,13.9,0.5,2.9,0.2,1.3,0.2,6.9,0.4,2.8,0,0.5737,0.6386,0.8937,0.3738,0.5504,3.0302,0.6802,0.2189,0.5997,0.4187,0.7935,0.5861,2.6169,0.6109,0.8766,0.8766,0.8766,0.9287,0.1384,0.2765,0.7073,0.6389,2.6898,0.6017,9.2135,0.7251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,737478,12.9,0.6,42.6,0.2,4.2,0,1.7,0.1,0.1,0.1,0,0.1,2,0.2,0.4,0.2
