FIPS,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
36075,25.4,1.4,7.3,0.8,25.8,1.6,10.2,0.8,4.2,0.5,17.1,0.1,20.7,0,15,0.8,6.3,0.9,0.4,0.1,7.8,0.4,4.1,0.5,12.4,0.9,2.2,0.4,8.5,0.9,4,0.1,0.6052,0.8731,0.8002,0.4776,0.0837,2.8398,0.6137,0.2838,0.3331,0.4292,0.6538,0.315,2.0149,0.2094,0.1985,0.1985,0.1985,0.6087,0.5918,0.6083,0.8501,0.756,3.4149,0.9227,8.4681,0.5962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102022,10.6,0.8,1,0.2,2.9,0,0.8,0.1,0.1,0.1,0,0.1,2.8,0.4,0.2,0.1
36077,21.9,1.7,5,0.9,23.1,1.9,7.4,0.9,5.1,0.8,21.2,0.1,15.3,0,14.1,0.7,4.3,0.9,0.6,0.2,10.6,0.2,2.4,0.6,10.9,0.8,1.2,0.3,7,1.2,9.4,0.1,0.4435,0.5603,0.6236,0.2389,0.168,2.0343,0.3417,0.6755,0.029,0.3458,0.2603,0.4349,1.7455,0.0986,0.3086,0.3086,0.3086,0.4181,0.5326,0.2393,0.7203,0.9287,2.839,0.6796,6.9274,0.3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,57321,14.7,1.5,2.1,0.3,4.2,0,1.5,0.2,0.1,0.1,0.1,0.1,2.3,0.3,0.3,0.2
36079,9.2,0.9,4.4,0.8,22.1,1.8,6.7,1,3.5,0.6,18.3,0.1,19.5,0.1,10.2,0.8,3.8,0.8,1.9,0.5,25.3,0.4,4.1,0.7,0.7,0.2,1.7,0.5,4.1,0.7,2.7,0,0.0153,0.4267,0.5415,0.1756,0.0353,1.1944,0.1209,0.3926,0.2167,0.0652,0.1734,0.7668,1.6147,0.062,0.6115,0.6115,0.6115,0.6087,0.0255,0.4311,0.2708,0.6195,1.9556,0.2326,5.3762,0.1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74014,5.8,1.1,3,0.3,17.3,0,2.2,0.2,0.1,0.1,0,0.1,2,0.4,0.8,0.4
36081,20,0.4,7,0.2,33.8,0.5,17.2,0.3,8.7,0.2,16.5,0.1,19.9,0,9.9,0.2,5.2,0.2,14.5,0.3,76.2,0.1,36,0.4,0.2,0.1,9.8,0.3,36.7,0.4,1.4,0,0.3497,0.8476,0.9828,0.8365,0.5256,3.5422,0.8282,0.2358,0.2507,0.0535,0.4486,0.9927,1.9813,0.1899,0.9765,0.9765,0.9765,0.9959,0.006,0.986,0.9971,0.2943,3.2793,0.8772,9.7793,0.8024,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,3,6,1962559,10.7,0.3,16.7,0.1,28,0,25.9,0.1,0.3,0.1,0,0.1,3.2,0.2,2.1,0.1
36083,17.3,1,5.6,0.7,23.3,1.4,7.6,0.7,3.1,0.4,17.6,0.1,19,0.1,14.5,0.8,6.3,0.8,0.8,0.2,19.3,0.3,10.1,0.9,2.7,0.4,1.3,0.3,10.3,0.8,3.8,0.1,0.2173,0.6777,0.6405,0.2593,0.0194,1.8142,0.2727,0.3258,0.1759,0.3843,0.6538,0.518,2.0578,0.2396,0.5183,0.5183,0.5183,0.8686,0.1254,0.2765,0.9287,0.741,2.9402,0.7302,7.3305,0.4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,146411,10.1,0.9,6.3,0.4,5.4,0,3.1,0.2,0,0.1,0,0.1,4.1,0.5,0.3,0.2
36085,16.5,0.8,5.4,0.4,27.8,1.2,11.3,0.6,3.9,0.3,16.6,0.1,21.7,0.1,10.3,0.4,5.5,0.5,5.9,0.3,42,0.1,11.6,0.7,0.3,0.1,5.3,0.5,15.2,0.7,1.4,0,0.1861,0.6386,0.8766,0.5568,0.0608,2.3189,0.4413,0.244,0.4534,0.0684,0.5103,0.9434,2.2195,0.3328,0.8021,0.8021,0.8021,0.8963,0.0105,0.937,0.9863,0.2943,3.1244,0.811,8.4649,0.5956,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,3,407413,11.6,0.7,9.1,0.2,18.7,0,11.4,0.2,0.1,0.1,0,0.1,2.3,0.3,0.4,0.1
36087,23.3,1,6.2,0.5,28.8,1.4,11.4,0.7,4.1,0.3,15.6,0.1,28.8,0,9,0.5,4.7,0.6,7.9,0.5,38.1,0.3,12.2,0.8,1,0.2,6.9,0.7,9.9,0.8,2,0,0.5119,0.7671,0.9084,0.5632,0.0754,2.826,0.6087,0.1718,0.9621,0.0296,0.3411,0.9666,2.4712,0.5062,0.7607,0.7607,0.7607,0.9077,0.0379,0.9653,0.9163,0.4916,3.3188,0.8915,9.3767,0.7471,0,0,1,0,0,1,0,1,0,0,1,2,0,0,1,0,1,1,0,3,6,315004,12.6,0.7,10.9,0.2,18.6,0,6,0.1,0.1,0.1,0,0.1,2,0.3,0.5,0.2
36089,27.6,1.7,6.3,0.8,24.2,1.9,11.2,0.9,6,1.1,18,0.1,20,0.1,17.2,0.8,4.9,0.7,0.8,0.3,8.4,0.2,6.3,1,10.4,0.8,2.2,0.4,10.4,1.2,9.7,0.1,0.7012,0.7795,0.7028,0.5501,0.2663,2.9999,0.6701,0.3598,0.2599,0.6265,0.3843,0.518,2.1485,0.2854,0.2265,0.2265,0.2265,0.7569,0.5161,0.6083,0.9332,0.9329,3.7474,0.9815,9.1223,0.7108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,108520,16,1.3,2.1,0.1,2.4,0,1,0.1,0.4,0.1,0,0.1,2.2,0.2,0.2,0.1
36091,11.1,0.9,3.5,0.5,20.1,1.1,6,0.5,2.8,0.3,18.9,0.1,19.4,0,11.3,0.5,4.2,0.5,0.6,0.2,11.4,0.3,9.2,0.7,6.5,0.6,1.3,0.3,4.8,0.6,1.6,0,0.0353,0.2568,0.3735,0.1219,0.0121,0.7996,0.0519,0.4588,0.2065,0.1177,0.2412,0.4349,1.4591,0.035,0.335,0.335,0.335,0.847,0.3363,0.2765,0.3939,0.3675,2.2212,0.3611,4.8149,0.0649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214411,8.4,0.8,1.6,0.2,3.5,0,2.9,0.2,0.1,0.1,0,0.1,2.9,0.3,0.4,0.2
36093,18.3,1.1,6,0.8,26.4,1.7,8.4,0.7,3.9,0.4,17.5,0.1,21.4,0.1,12.7,0.6,5.2,0.7,0.9,0.2,29.9,0.5,10.8,1,0.6,0.4,1.7,0.4,12.2,1.2,3,0.1,0.2638,0.7385,0.8266,0.3303,0.0608,2.22,0.4012,0.3159,0.4127,0.2262,0.4486,0.5536,1.957,0.1744,0.6634,0.6634,0.6634,0.8823,0.0216,0.4311,0.9666,0.6659,2.9675,0.7388,7.8079,0.4874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,144142,12.6,1.2,9.7,0.6,7.7,0,4.8,0.3,0.2,0.1,0.1,0.1,5.9,0.6,1.6,0.5
36095,18,1.8,5.3,1.1,21.3,2.2,8.9,1.2,4.2,0.7,23,0.1,17.4,0.1,16.8,1.4,3.4,0.9,0.2,0.3,10.1,1,2.9,0.7,12.5,1.3,1.9,0.5,6.3,1.3,4.4,0.1,0.2485,0.616,0.4788,0.3738,0.0837,1.8008,0.2704,0.7916,0.0859,0.5953,0.1231,0.1661,1.762,0.1044,0.2914,0.2914,0.2914,0.4804,0.5962,0.5087,0.6386,0.7859,3.0098,0.7576,6.864,0.3172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23781,15.5,1.5,1.3,0.2,3.7,0,1,0.1,0.1,0.1,0.1,0.1,3,0.7,1,0.7
36097,25.1,2.8,5.7,1.6,22.7,2.6,8.1,1.4,4.4,1.4,22.1,0.2,18.8,0.1,15.3,1.3,3.4,1.1,0.5,0.4,6.4,0.7,3.2,0.8,20.1,2.6,1.6,0.6,5.9,1.8,1.4,0.1,0.5924,0.6939,0.5899,0.3058,0.099,2.281,0.4267,0.7401,0.1616,0.4591,0.1231,0.377,1.8609,0.1343,0.119,0.119,0.119,0.5164,0.8097,0.3933,0.5829,0.2943,2.5966,0.5507,6.8575,0.3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14419,15.9,2.4,0.8,0.4,1.9,0,0.8,0.2,0.1,0.1,0,0.2,2.7,0.8,0.1,0.1
36099,21.6,2.2,4.5,0.9,25.3,2.5,15.8,1.2,8.6,1.5,20.2,0.2,20,0.1,17.1,1.5,3.5,0.9,0.9,0.3,12,0.5,3.2,1,10.2,1.3,0.8,0.3,8.7,1.8,6.8,0.1,0.4267,0.4537,0.7696,0.7922,0.5138,2.956,0.6564,0.5873,0.2599,0.6198,0.1339,0.5536,2.1545,0.2902,0.3535,0.3535,0.3535,0.5164,0.5068,0.1193,0.8654,0.8781,2.886,0.707,8.35,0.5737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29922,16.1,1.9,4.2,0.3,3.8,0,0.7,0.1,0.2,0.1,0,0.1,2.7,0.5,0.3,0.2
36101,23.5,1.2,6.3,0.7,21.7,1.3,8.5,0.7,5,0.7,20,0.1,21.4,0,15,0.7,5.6,0.8,0.6,0.2,7.6,0.3,4.9,0.7,13.2,0.9,1.1,0.3,9.4,0.7,1.8,0,0.5215,0.7795,0.5081,0.3373,0.1562,2.3026,0.4349,0.566,0.4127,0.4292,0.5304,0.4349,2.3732,0.4378,0.1861,0.1861,0.1861,0.6774,0.6223,0.2027,0.8988,0.4321,2.8333,0.6764,7.6952,0.4683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91324,14.8,1,1.4,0.1,1.8,0,1.6,0.1,0.1,0.1,0,0.1,2.3,0.3,0.3,0.1
36103,10.5,0.4,4.8,0.2,22.4,0.6,9.5,0.3,4.4,0.2,17.3,0.1,20.8,0,9.9,0.2,3.9,0.2,3.8,0.2,34.9,0.1,5.8,0.3,1.2,0.2,2.5,0.2,5.2,0.3,1.8,0,0.027,0.518,0.5676,0.419,0.099,1.6306,0.223,0.3003,0.3443,0.0535,0.1871,0.8995,1.7847,0.1114,0.7226,0.7226,0.7226,0.7283,0.0474,0.685,0.4642,0.4321,2.357,0.4321,6.4949,0.2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514575,8.1,0.4,7,0.2,20.6,0,4.2,0.1,0.2,0.1,0,0.1,2.4,0.2,0.6,0.1
36105,24.2,1.9,7.2,1.3,29.3,2.3,13.3,1.3,5.6,1.1,18.9,0.1,21,0.1,15.9,0.9,6.4,1.2,3,0.5,31.8,0.5,3.5,0.7,8.9,0.8,2.9,0.4,9.9,1.3,6,0.4,0.5565,0.8616,0.9201,0.6736,0.2262,3.238,0.7499,0.4588,0.3659,0.5142,0.6736,0.8571,2.8696,0.7652,0.6901,0.6901,0.6901,0.5533,0.4528,0.7537,0.9163,0.8521,3.5282,0.9475,10.3259,0.8654,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,73112,14.3,1.9,8.1,0.5,17.4,0,1.9,0.1,0.2,0.1,0,0.1,3.3,0.6,0.8,0.5
36107,18.7,1.9,5.6,1.1,21.3,2.1,8,1.1,3.4,0.6,20.9,0.1,20.4,0.1,14.7,1.3,3.5,0.9,0.3,0.2,6.4,0.4,2.8,0.7,14.8,1.7,0.5,0.3,6.5,1.3,1.2,0,0.2844,0.6777,0.4788,0.2934,0.0293,1.7636,0.2584,0.6542,0.2994,0.399,0.1339,0.2475,1.734,0.0939,0.119,0.119,0.119,0.4655,0.6691,0.0557,0.6605,0.2119,2.0627,0.279,5.6793,0.1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38347,11.7,1.5,1.1,0.2,2.2,0,0.9,0.1,0.1,0.1,0,0.1,1.9,0.4,0.2,0.1
36109,22.7,1.5,4.7,0.9,30.9,2.1,4.3,0.6,3.3,0.5,15.7,0.1,14.5,0.1,11.3,0.8,5.1,0.8,0.9,0.2,23.5,0.2,14.7,1.3,7.7,0.9,0.8,0.3,13.3,1.3,13.5,0.2,0.4811,0.4954,0.9548,0.0372,0.0267,1.9952,0.3312,0.1775,0.0153,0.1177,0.4279,0.5536,1.292,0.0197,0.5829,0.5829,0.5829,0.9383,0.3917,0.1193,0.9765,0.9628,3.3886,0.9131,7.2587,0.3907,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,4,124679,11.2,1.4,3.2,0.3,5.4,0,9.6,0.3,0.1,0.1,0,0.1,4.4,0.5,0.8,0.2
36111,20.6,1,5.1,0.6,30,1.7,8.5,0.7,6.2,0.7,20.5,0.1,17.3,0,14.5,0.9,4.5,0.5,1.2,0.2,25.3,0.8,5.7,0.6,5.8,0.7,1.6,0.4,7.2,0.8,7.3,0.2,0.3789,0.5787,0.937,0.3373,0.2883,2.5202,0.5043,0.6144,0.0815,0.3843,0.3029,0.6367,2.0198,0.2125,0.6115,0.6115,0.6115,0.7226,0.301,0.3933,0.7461,0.8893,3.0523,0.7811,8.2038,0.5511,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,163660,9.2,0.9,5.6,0.2,11.1,0,1.9,0.2,0.1,0.1,0,0.1,5.6,0.7,1.1,0.4
36113,16.5,1.5,4.2,1.1,24.4,1.9,8.3,1,3.8,0.6,23,0.2,17.7,0,15.8,1.1,3.5,0.8,0.4,0.3,7.8,0.4,5.4,0.9,4.5,0.6,1,0.3,8.5,1.3,1.6,0.1,0.1861,0.3853,0.7156,0.3223,0.055,1.6643,0.2319,0.7916,0.0986,0.5062,0.1339,0.315,1.8453,0.1279,0.1985,0.1985,0.1985,0.7095,0.2281,0.1724,0.8501,0.3675,2.3276,0.4171,6.0357,0.1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76471,12.3,1.5,1.2,0.2,2.9,0,0.7,0.2,0.1,0.1,0,0.1,2.8,0.5,0.2,0.1
36115,19,2.1,5.1,1.2,24.5,2.4,10.9,1.1,5.5,1.3,20.4,0.1,18.4,0.1,15.3,1.2,4.8,1.1,0.8,0.3,9,0.5,2.8,0.6,4.8,0.6,1.4,0.5,8.8,1.5,4.6,0.1,0.2984,0.5787,0.7197,0.5304,0.2154,2.3426,0.4505,0.6052,0.1394,0.4591,0.3624,0.518,2.0841,0.2523,0.2485,0.2485,0.2485,0.4655,0.2475,0.3198,0.8705,0.7976,2.7009,0.6087,7.3761,0.4127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47617,14.9,2,2.4,0.3,3,0,0.6,0.1,0.1,0.1,0,0.1,2.6,0.6,0.2,0.1
36117,18.4,1.5,4.3,0.7,23.3,1.8,9.4,0.9,5.8,1,19.7,0.1,21.1,0,14.5,1,4.9,0.8,0.9,0.3,11.7,0.5,3.5,0.7,7.2,1,1.5,0.5,7.3,1,2.1,0.1,0.2708,0.4038,0.6405,0.4085,0.245,1.9686,0.3226,0.5348,0.3761,0.3843,0.3843,0.5536,2.2331,0.342,0.3446,0.3446,0.3446,0.5533,0.3672,0.3608,0.7572,0.5145,2.553,0.5294,7.0993,0.3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75796,12.9,1.4,2.3,0.2,4.8,0,0.9,0.1,0,0.1,0,0.1,3.5,0.5,0.4,0.2
36119,13.6,0.5,6,0.3,25.5,0.7,10.7,0.4,4.9,0.3,17.5,0.1,21.5,0.1,10.1,0.3,5.7,0.4,5.4,0.2,48.8,0.1,29.5,0.6,0.2,0.1,4.4,0.3,14.2,0.5,2.5,0,0.0875,0.7385,0.7833,0.5164,0.1454,2.2711,0.4216,0.3159,0.4263,0.0611,0.5552,0.9341,2.2926,0.3821,0.8641,0.8641,0.8641,0.992,0.006,0.8982,0.9822,0.5902,3.4686,0.9373,8.8964,0.6685,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,2,3,977088,8.7,0.5,13.3,0.2,25.8,0,6.1,0.1,0.1,0.1,0,0.1,2.5,0.2,0.9,0.2
36121,18.4,2,4.1,1,20.5,2.4,12.5,1,4.3,1.1,19.1,0.2,19.8,0.4,13.3,1.2,4.2,0.9,0.5,0.3,11.3,0.6,2.1,0.5,8.5,1.6,1,0.4,7.7,1.5,6.3,0.3,0.2708,0.3668,0.4079,0.6319,0.0926,1.77,0.2606,0.4801,0.2447,0.2762,0.2412,0.377,1.6192,0.0636,0.3322,0.3322,0.3322,0.3659,0.434,0.1724,0.7948,0.8632,2.6303,0.5686,6.3517,0.2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36372,16.4,1.8,3.6,0.5,3.4,0,0.6,0.1,0.1,0.1,0,0.1,3,0.7,0.6,0.5
36123,22.1,2.4,3.2,0.9,22.5,2.9,15.7,1.9,17.6,2.3,21.5,0.2,22,0.1,11.6,0.9,3.6,1.1,0.6,0.4,5.4,0.2,3.2,1.1,10.3,1.4,2.1,0.4,13,2,5.2,0.1,0.4537,0.2017,0.5756,0.7891,0.9271,2.9472,0.6522,0.6993,0.5014,0.1371,0.1499,0.4349,1.9226,0.1581,0.0675,0.0675,0.0675,0.5164,0.5107,0.5759,0.9742,0.8266,3.4038,0.9173,8.3411,0.5724,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,19099,22.4,2.9,0.5,0.3,2.2,0,1,0.6,0.1,0.1,0,0.1,1.5,0.5,0.1,0.1
37001,23.5,1.2,5,0.7,24.4,1.6,11.7,0.9,9.7,0.7,16.9,0.1,22,0.1,12.8,0.7,6.3,0.8,2.8,0.3,38.8,0.2,8,0.9,11.4,0.8,1.7,0.3,5,0.7,2.9,0.1,0.5215,0.5603,0.7156,0.5835,0.5994,2.9803,0.6643,0.2663,0.5014,0.2345,0.6538,0.8438,2.4998,0.5266,0.7668,0.7668,0.7668,0.8215,0.5539,0.4311,0.4295,0.6507,2.8867,0.7076,9.1336,0.7136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167722,13.9,1.1,19.4,0.4,13.5,0,1.6,0.1,0.1,0.1,0,0.1,3.5,0.5,0.6,0.3
37003,21.5,3.1,5.6,2.1,16.5,2.6,14,1.9,9.1,1.8,20.4,0.3,19.7,0.3,17.1,2,4.6,1.5,0.5,0.4,13.9,0.1,0.6,0.5,25.9,3.1,2.9,1.2,2.8,1,3.5,0.2,0.4209,0.6777,0.1238,0.7092,0.5565,2.4881,0.4922,0.6052,0.237,0.6198,0.3223,0.377,2.1613,0.2924,0.4018,0.4018,0.4018,0.1088,0.9052,0.7537,0.099,0.7178,2.5845,0.5466,7.6357,0.4559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,27580,16.4,2.6,4.4,0.9,5.1,0,1.1,0.2,0.2,0.2,0,0.1,3,0.9,0.2,0.1
37005,34,4.7,5.3,2.9,21.4,4.4,17.7,3.9,13.4,2.6,28,1,16.3,0.4,17.4,2.5,3.4,1.7,1.5,1.2,13.8,0.1,1.3,0.8,15.6,2.9,3.2,1,5.6,2.2,1.7,0.1,0.8785,0.616,0.4874,0.8533,0.8088,3.644,0.8613,0.9446,0.049,0.6421,0.1231,0.7035,2.4623,0.4998,0.3977,0.3977,0.3977,0.2316,0.6892,0.7973,0.5358,0.4003,2.6542,0.5807,9.1582,0.7168,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9716,20.2,4.4,1.8,0.9,10,0,0.3,0.3,0.3,0.2,0,0.4,1.3,0.8,0,0.4
37007,34.8,4.2,6.4,2.1,29.9,4.1,17.5,2.2,13,2.2,19.5,0.4,20,0.3,20.6,2.1,8.7,2.2,0.6,0.6,55.8,0.2,0.9,0.7,23.8,2.9,1.8,0.7,7.1,1.9,8.8,2.8,0.8956,0.7919,0.9354,0.847,0.7954,4.2653,0.9736,0.5135,0.2599,0.839,0.8995,0.4349,2.9468,0.8034,0.8969,0.8969,0.8969,0.1594,0.8772,0.4712,0.7346,0.9208,3.1632,0.8256,11.2722,0.9529,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,19694,15.9,2.8,47.3,0.8,4.6,0,1.5,0.2,0.2,0.2,0,0.2,2.1,0.8,0.1,0.2
37009,24.5,3.1,5.1,1.5,17.9,2.8,13,1.9,11,1.9,26.6,0.5,16.9,0.3,17.9,2,5,1.8,1,0.6,8.1,0.1,2.3,0.7,17.2,2.4,1.2,0.5,4.2,1.2,1.6,0,0.5698,0.5787,0.1973,0.6564,0.6885,2.6907,0.5632,0.9182,0.0643,0.6815,0.4082,0.5861,2.6583,0.6382,0.2164,0.2164,0.2164,0.4038,0.7391,0.2393,0.2879,0.3675,2.0376,0.2695,7.603,0.4518,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,21382,20,2.3,1,0.3,5.3,0,0.4,0.2,0.2,0.2,0,0.1,1.1,0.4,0.1,0.1
37011,25.8,3.4,5,1.5,18.9,3.4,13.1,2,14.6,2.4,22.7,0.4,13.9,0.2,19,2.2,4.8,1.7,0.9,0.8,12.5,1,8,1,11.8,1.9,2.4,0.7,4.5,1.8,17.1,0.6,0.6281,0.5603,0.2689,0.6618,0.8565,2.9756,0.6624,0.7738,0.0121,0.7572,0.3624,0.5536,2.4591,0.4986,0.3675,0.3675,0.3675,0.8215,0.5711,0.6624,0.3369,0.979,3.3709,0.909,9.1731,0.7191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,18452,18.2,3.3,3.6,0.8,5.1,0,0.5,0.2,0.8,0.6,0,0.1,2.4,1.2,0,0.1
37013,27.6,2.5,5.6,1.2,28.6,3,13.2,1.4,11.3,1.5,24.4,0.2,19.6,0.1,17.1,1.2,7,1.5,1,0.6,34.3,0.2,2.2,0.6,25.7,2,1.4,0.7,5.8,1.4,1.2,0,0.7012,0.6777,0.901,0.6685,0.7121,3.6605,0.8654,0.8581,0.2262,0.6198,0.7493,0.5861,3.0395,0.8451,0.7156,0.7156,0.7156,0.3853,0.9023,0.3198,0.5689,0.2119,2.3882,0.447,9.8038,0.8066,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,43553,18.9,2.1,23.1,0.7,8.4,0,0.2,0.2,0.1,0.1,0,0.1,2.3,0.7,0.2,0.2
37015,35.8,3.6,6.4,2.3,32.9,5.1,19.5,3,11.9,2.2,23.9,0.3,17.1,0.1,23.5,2.6,7.9,2.5,0,0.5,65.9,0.4,0.4,0.4,29.1,3.8,1.9,1.2,11.3,3.3,8.5,0.4,0.9125,0.7919,0.9774,0.9071,0.7432,4.3321,0.9784,0.8371,0.0729,0.9354,0.8422,0,2.6876,0.658,0.9446,0.9446,0.9446,0.0757,0.9364,0.5087,0.9539,0.9144,3.3891,0.9138,11.3534,0.9586,1,0,1,1,0,3,0,0,1,0,0,1,1,1,0,1,0,1,1,3,8,16210,35.4,4.5,61.3,1,1.4,0.8,0.8,0.1,0.3,0.2,0,0.1,2,0.8,0.1,0.2
37017,35,3.5,5.5,1.8,27.8,3.8,11.8,1.9,10,1.7,22.8,0.2,20.3,0,14.8,1.8,6.6,2.1,1.5,0.9,45.4,0.5,1.4,0.7,30.5,2.7,1.4,0.7,7.9,2.2,1.5,0,0.8995,0.6583,0.8766,0.588,0.6185,3.6409,0.86,0.7798,0.2902,0.4082,0.6984,0.7035,2.8801,0.7709,0.8352,0.8352,0.8352,0.2494,0.9494,0.3198,0.8123,0.3299,2.6608,0.5848,10.017,0.8326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,29385,19.6,2.5,33.7,0.5,8.1,0,0.3,0.2,2.7,0.1,0,0.1,0.6,0.6,0,0.1
37019,16.3,1.3,5,1,23.3,1.5,6.5,0.7,8.8,0.8,32.7,0.1,14.5,0,14.9,0.8,3.2,0.7,0.4,0.1,18.6,0.5,4,0.5,18.8,1.2,1.5,0.3,2.4,0.6,0.7,0,0.1779,0.5603,0.6405,0.1572,0.5336,2.0695,0.3535,0.9838,0.0153,0.4187,0.1012,0.315,1.834,0.1244,0.504,0.504,0.504,0.6004,0.7773,0.3608,0.0595,0.0694,1.8674,0.2004,6.2749,0.2275,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,123819,7.2,0.9,8.6,0.4,5.1,0,0.6,0.1,0.2,0.1,0,0.1,3.8,0.7,0.2,0.2
37021,21.2,1.1,3.6,0.5,27.3,1.4,7.9,0.7,11.3,0.7,20.6,0.1,18,0.1,13.6,0.7,5.1,0.6,2.3,0.4,17.5,0.2,10.2,0.8,12.7,1,2.2,0.3,5.4,0.6,2.6,0,0.4057,0.2752,0.8587,0.286,0.7121,2.5377,0.5094,0.6255,0.1129,0.3007,0.4279,0.8066,2.2736,0.3691,0.4839,0.4839,0.4839,0.8705,0.6052,0.6083,0.503,0.6064,3.1934,0.8409,8.4886,0.5994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287894,14.1,1.2,5.6,0.3,7.1,0,1.1,0.1,0.1,0.1,0.1,0.1,3.1,0.3,0.3,0.1
37023,28.2,2,6,1,18.3,1.8,15.2,1.2,10.8,1,21,0.2,18.2,0,20.4,1.2,5.3,1.2,1.2,0.3,19.1,0.1,2.1,0.6,20.2,1.6,1.9,0.5,4.6,1,3.2,0.1,0.7245,0.7385,0.2243,0.7684,0.6742,3.1299,0.7149,0.6624,0.1279,0.8317,0.4693,0.6367,2.728,0.6793,0.5148,0.5148,0.5148,0.3659,0.8116,0.5087,0.3551,0.6901,2.7314,0.6249,9.1041,0.7079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79374,20.1,1.6,5.9,0.6,6.7,0,3.4,0.3,0.1,0.1,0.1,0.1,2.4,0.5,0.5,0.5
