Demographic Data Report for United States by County,,,,
Poverty: Persons below poverty,,,,
"All Ages, Black (includes Hispanic), Male",,,,
2017-2021 American Community Survey 5-Year Data,,,,
Sorted by Value,,,,
,,,,
County, FIPS,Value (Percent),People (Below Poverty),Rank within US
"Kauai County, Hawaii",15007,5.8,14,542 of 2897
"Delta County, Colorado",08029,5.8,8,541 of 2897
"Henry County, Ohio",39069,5.7,4,538 of 2897
"Montgomery County, Missouri",29139,5.7,4,538 of 2897
"Poweshiek County, Iowa",19157,5.7,2,538 of 2897
"Fayette County, Georgia",13113,5.6,740,537 of 2897
"Butler County, Kansas",20015,5.6,9,535 of 2897
"Mineral County, Montana",30061,5.6,1,535 of 2897
"Laclede County, Missouri",29105,5.5,6,534 of 2897
"Orange County, Indiana",18117,5.5,11,533 of 2897
"Allegan County, Michigan",26005,5.5,42,532 of 2897
"Comal County, Texas",48091,5.5,99,531 of 2897
"Broomfield County, Colorado",08014,5.4,29,530 of 2897
"Delaware County, Oklahoma",40041,5.3,4,529 of 2897
"Skagway Municipality, Alaska",02230,5.3,2,528 of 2897
"Fauquier County, Virginia",51061,5.2,134,527 of 2897
"Audrain County, Missouri",29007,5.2,26,526 of 2897
"Carver County, Minnesota",27019,5.2,44,525 of 2897
"Stafford County, Virginia",51179,5.2,702,524 of 2897
"Logan County, West Virginia",54045,5.2,8,523 of 2897
"Johnson County, Texas",48251,5.1,185,522 of 2897
"Brazoria County, Texas",48039,5.1,1278,521 of 2897
"Dawson County, Nebraska",31047,5.1,52,520 of 2897
"Juniata County, Pennsylvania",42067,5.1,7,519 of 2897
"Douglas County, Nevada",32005,5.1,9,518 of 2897
"Letcher County, Kentucky",21133,5,3,517 of 2897
"Custer County, Oklahoma",40039,4.9,15,516 of 2897
"Reeves County, Texas",48389,4.8,8,515 of 2897
"Fairfax City, Virginia",51600,4.8,26,514 of 2897
"Giles County, Virginia",51071,4.8,3,513 of 2897
"Warren County, Ohio",39165,4.8,116,512 of 2897
"Colorado County, Texas",48089,4.8,63,511 of 2897
"Brown County, Kansas",20013,4.8,3,510 of 2897
"Floyd County, Iowa",19067,4.7,8,507 of 2897
"Livingston County, Missouri",29117,4.7,6,507 of 2897
"Logan County, Colorado",08075,4.7,2,507 of 2897
"Llano County, Texas",48299,4.6,4,506 of 2897
"Overton County, Tennessee",47133,4.6,5,505 of 2897
"Ellsworth County, Kansas",20053,4.5,1,502 of 2897
"Jones County, Iowa",19105,4.5,3,502 of 2897
"Knox County, Nebraska",31107,4.5,1,502 of 2897
"Prince William County, Virginia",51153,4.5,2177,501 of 2897
"Stark County, North Dakota",38089,4.5,22,500 of 2897
"Baker County, Florida",12003,4.4,44,499 of 2897
"Linn County, Oregon",41043,4.4,12,498 of 2897
"Elmore County, Idaho",16039,4.4,19,497 of 2897
"Platte County, Nebraska",31141,4.3,8,496 of 2897
"Bonneville County, Idaho",16019,4.3,13,495 of 2897
"Wheeler County, Georgia",13309,4.3,78,494 of 2897
"Pike County, Pennsylvania",42103,4.3,83,493 of 2897
"Carroll County, Arkansas",05015,4.3,2,492 of 2897
"Atoka County, Oklahoma",40005,4.2,5,491 of 2897
"Adair County, Missouri",29001,4.2,19,490 of 2897
"Monroe County, Ohio",39111,4.2,1,489 of 2897
"Grant County, Washington",53025,4.2,21,488 of 2897
"Trinity County, California",06105,4.1,3,487 of 2897
"Decatur County, Iowa",19053,4,2,483 of 2897
"Murray County, Minnesota",27101,4,1,483 of 2897
"Potter County, Pennsylvania",42105,4,1,483 of 2897
"Randolph County, Arkansas",05121,4,4,483 of 2897
"Juneau Borough, Alaska",02110,4,9,482 of 2897
"Latah County, Idaho",16057,4,11,481 of 2897
"Clark County, Wisconsin",55019,3.9,8,478 of 2897
"Paulding County, Ohio",39125,3.9,2,478 of 2897
"Pickens County, Georgia",13227,3.9,8,478 of 2897
"Forsyth County, Georgia",13117,3.9,177,477 of 2897
"Clare County, Michigan",26035,3.8,2,473 of 2897
"Greene County, Illinois",17061,3.8,1,473 of 2897
"Kendall County, Texas",48259,3.8,2,473 of 2897
"Wahkiakum County, Washington",53069,3.8,1,473 of 2897
"York County, Virginia",51199,3.8,153,472 of 2897
"Garfield County, Colorado",08045,3.8,8,471 of 2897
"Goochland County, Virginia",51075,3.7,63,470 of 2897
"Loudoun County, Virginia",51107,3.7,590,469 of 2897
"Polk County, North Carolina",37149,3.7,16,468 of 2897
"Sibley County, Minnesota",27143,3.6,2,467 of 2897
"Becker County, Minnesota",27005,3.5,4,466 of 2897
"Apache County, Arizona",04001,3.5,5,465 of 2897
"Macon County, Missouri",29121,3.4,5,464 of 2897
"Union County, Ohio",39159,3.4,16,463 of 2897
"Clackamas County, Oregon",41005,3.3,70,462 of 2897
"Sumner County, Kansas",20191,3.3,2,461 of 2897
"Harrison County, Indiana",18061,3.3,5,460 of 2897
"Houston County, Tennessee",47083,3.3,4,459 of 2897
"Alamosa County, Colorado",08003,3.3,8,458 of 2897
"Rockingham County, Virginia",51165,3.2,35,457 of 2897
"Marshall County, Kansas",20117,3.2,1,456 of 2897
"Wright County, Minnesota",27171,3.2,37,455 of 2897
"Cheshire County, New Hampshire",33005,3.2,10,454 of 2897
"Morgan County, West Virginia",54065,3.1,1,453 of 2897
"Erath County, Texas",48143,3.1,3,452 of 2897
"Perry County, Arkansas",05105,3.1,4,451 of 2897
"Cass County, Nebraska",31025,3,1,449 of 2897
"Nicholas County, West Virginia",54067,3,1,449 of 2897
"Fulton County, Pennsylvania",42057,3,3,448 of 2897
"Roanoke County, Virginia",51161,2.9,78,447 of 2897
"Morgan County, Missouri",29141,2.9,2,446 of 2897
"Carroll County, Missouri",29033,2.9,1,444 of 2897
"Preble County, Ohio",39135,2.9,5,444 of 2897
"Eddy County, New Mexico",35015,2.8,18,443 of 2897
"Grand Isle County, Vermont",50013,2.8,1,442 of 2897
"Rockingham County, New Hampshire",33015,2.8,40,441 of 2897
"Taylor County, West Virginia",54091,2.6,2,440 of 2897
"Susquehanna County, Pennsylvania",42115,2.5,3,439 of 2897
"Los Alamos County, New Mexico",35028,2.5,2,437 of 2897
"Moore County, Tennessee",47127,2.5,1,437 of 2897
"Missoula County, Montana",30063,2.5,8,436 of 2897
"Calaveras County, California",06009,2.4,4,435 of 2897
"Monroe County, Tennessee",47123,2.4,9,434 of 2897
"Breckinridge County, Kentucky",21027,2.3,3,433 of 2897
"Burnet County, Texas",48053,2.3,8,432 of 2897
"Wakulla County, Florida",12129,2.3,35,431 of 2897
"Camden County, North Carolina",37029,2.2,13,430 of 2897
"Graham County, Kansas",20065,2.2,2,429 of 2897
"Mineral County, West Virginia",54057,2.1,8,428 of 2897
"Blaine County, Oklahoma",40011,2.1,1,427 of 2897
"Gilmer County, Georgia",13123,2,1,426 of 2897
"Carroll County, Illinois",17015,2,1,425 of 2897
"Jackson County, Indiana",18071,2,4,424 of 2897
"Orleans County, Vermont",50019,1.8,2,422 of 2897
"Putnam County, Indiana",18133,1.8,2,422 of 2897
"Morton County, North Dakota",38059,1.8,3,421 of 2897
"Snyder County, Pennsylvania",42109,1.7,2,419 of 2897
"Sullivan County, New Hampshire",33019,1.7,4,419 of 2897
"Calhoun County, Florida",12013,1.7,7,418 of 2897
"Shiawassee County, Michigan",26155,1.6,5,417 of 2897
"Warren County, Illinois",17187,1.5,4,416 of 2897
"Oconee County, Georgia",13219,1.5,12,415 of 2897
"Madison County, Idaho",16065,1.4,2,414 of 2897
"Shelby County, Indiana",18145,1.3,2,413 of 2897
"Warrick County, Indiana",18173,1.2,6,412 of 2897
"Hancock County, Maine",23009,1.2,3,411 of 2897
"Clinton County, Illinois",17027,1.2,2,410 of 2897
"Jim Wells County, Texas",48249,1.1,2,408 of 2897
"Washita County, Oklahoma",40149,1.1,1,408 of 2897
"Trousdale County, Tennessee",47169,1.1,2,407 of 2897
"Sharp County, Arkansas",05135,1,1,406 of 2897
"Sheridan County, Wyoming",56033,1,1,405 of 2897
"Rains County, Texas",48379,0.9,2,404 of 2897
"Cleburne County, Alabama",01029,0.9,1,403 of 2897
"Pendleton County, West Virginia",54071,0.8,1,402 of 2897
"San Miguel County, New Mexico",35047,0.7,1,401 of 2897
"McIntosh County, Oklahoma",40091,0.7,2,400 of 2897
"Otsego County, Michigan",26137,0.6,1,399 of 2897
"Hardy County, West Virginia",54031,0.6,3,398 of 2897
"Montezuma County, Colorado",08083,0.6,1,397 of 2897
"Dakota County, Nebraska",31043,0.6,5,396 of 2897
"Botetourt County, Virginia",51023,0.5,2,395 of 2897
"Colfax County, Nebraska",31037,0.5,1,394 of 2897
"Lampasas County, Texas",48281,0.4,2,393 of 2897
"Deschutes County, Oregon",41017,0.4,2,392 of 2897
"Manassas Park City, Virginia",51685,0.3,5,391 of 2897
"Lafayette County, Florida",12067,0.3,2,390 of 2897
"Adair County, Iowa",19001,0,0,1 of 2897
"Adair County, Kentucky",21001,0,0,1 of 2897
"Adams County, Idaho",16003,0,0,1 of 2897
"Adams County, North Dakota",38001,0,0,1 of 2897
"Aleutians East Borough, Alaska",02013,0,0,1 of 2897
"Alfalfa County, Oklahoma",40003,0,0,1 of 2897
"Allen County, Kansas",20001,0,0,1 of 2897
"Andrew County, Missouri",29003,0,0,1 of 2897
"Andrews County, Texas",48003,0,0,1 of 2897
"Aransas County, Texas",48007,0,0,1 of 2897
"Atascosa County, Texas",48013,0,0,1 of 2897
"Auglaize County, Ohio",39011,0,0,1 of 2897
"Aurora County, South Dakota",46003,0,0,1 of 2897
"Baca County, Colorado",08009,0,0,1 of 2897
"Bailey County, Texas",48017,0,0,1 of 2897
"Baker County, Oregon",41001,0,0,1 of 2897
"Barber County, Kansas",20007,0,0,1 of 2897
"Barnes County, North Dakota",38003,0,0,1 of 2897
"Barry County, Missouri",29009,0,0,1 of 2897
"Barton County, Missouri",29011,0,0,1 of 2897
"Bath County, Kentucky",21011,0,0,1 of 2897
"Bayfield County, Wisconsin",55007,0,0,1 of 2897
"Beadle County, South Dakota",46005,0,0,1 of 2897
"Bear Lake County, Idaho",16007,0,0,1 of 2897
"Benewah County, Idaho",16009,0,0,1 of 2897
"Bennett County, South Dakota",46007,0,0,1 of 2897
"Benson County, North Dakota",38005,0,0,1 of 2897
"Bent County, Colorado",08011,0,0,1 of 2897
"Big Horn County, Wyoming",56003,0,0,1 of 2897
"Bingham County, Idaho",16011,0,0,1 of 2897
"Blackford County, Indiana",18009,0,0,1 of 2897
"Blaine County, Idaho",16013,0,0,1 of 2897
"Bon Homme County, South Dakota",46009,0,0,1 of 2897
"Boone County, Arkansas",05009,0,0,1 of 2897
"Boone County, Illinois",17007,0,0,1 of 2897
"Boone County, Iowa",19015,0,0,1 of 2897
"Boone County, West Virginia",54005,0,0,1 of 2897
"Box Butte County, Nebraska",31013,0,0,1 of 2897
"Boyd County, Nebraska",31015,0,0,1 of 2897
"Bracken County, Kentucky",21023,0,0,1 of 2897
"Braxton County, West Virginia",54007,0,0,1 of 2897
"Brown County, Indiana",18013,0,0,1 of 2897
"Brule County, South Dakota",46015,0,0,1 of 2897
"Buena Vista City, Virginia",51530,0,0,1 of 2897
"Burke County, North Dakota",38013,0,0,1 of 2897
"Burt County, Nebraska",31021,0,0,1 of 2897
"Butler County, Kentucky",21031,0,0,1 of 2897
"Calhoun County, Illinois",17013,0,0,1 of 2897
"Calhoun County, Iowa",19025,0,0,1 of 2897
"Calumet County, Wisconsin",55015,0,0,1 of 2897
"Cameron Parish, Louisiana",22023,0,0,1 of 2897
"Carbon County, Montana",30009,0,0,1 of 2897
"Carbon County, Utah",49007,0,0,1 of 2897
"Carroll County, Indiana",18015,0,0,1 of 2897
"Castro County, Texas",48069,0,0,1 of 2897
"Cedar County, Nebraska",31027,0,0,1 of 2897
"Charles Mix County, South Dakota",46023,0,0,1 of 2897
"Chase County, Kansas",20017,0,0,1 of 2897
"Cheyenne County, Nebraska",31033,0,0,1 of 2897
"Chouteau County, Montana",30015,0,0,1 of 2897
"Clark County, Missouri",29045,0,0,1 of 2897
"Clay County, Arkansas",05021,0,0,1 of 2897
"Clay County, Iowa",19041,0,0,1 of 2897
"Clay County, Kansas",20027,0,0,1 of 2897
"Clay County, Nebraska",31035,0,0,1 of 2897
"Clay County, Texas",48077,0,0,1 of 2897
"Clayton County, Iowa",19043,0,0,1 of 2897
"Clearwater County, Idaho",16035,0,0,1 of 2897
"Cleburne County, Arkansas",05023,0,0,1 of 2897
"Clinton County, Missouri",29049,0,0,1 of 2897
"Codington County, South Dakota",46029,0,0,1 of 2897
"Comanche County, Kansas",20033,0,0,1 of 2897
"Concho County, Texas",48095,0,0,1 of 2897
"Cotton County, Oklahoma",40033,0,0,1 of 2897
"Crane County, Texas",48103,0,0,1 of 2897
"Crittenden County, Kentucky",21055,0,0,1 of 2897
"Crockett County, Texas",48105,0,0,1 of 2897
"Crook County, Oregon",41013,0,0,1 of 2897
"Crosby County, Texas",48107,0,0,1 of 2897
"Culberson County, Texas",48109,0,0,1 of 2897
"Cumberland County, Kentucky",21057,0,0,1 of 2897
"Cuming County, Nebraska",31039,0,0,1 of 2897
"Custer County, Colorado",08027,0,0,1 of 2897
"Custer County, Montana",30017,0,0,1 of 2897
"Custer County, South Dakota",46033,0,0,1 of 2897
"Davison County, South Dakota",46035,0,0,1 of 2897
"Dawes County, Nebraska",31045,0,0,1 of 2897
"Dawson County, Montana",30021,0,0,1 of 2897
"Day County, South Dakota",46037,0,0,1 of 2897
"De Witt County, Illinois",17039,0,0,1 of 2897
"DeBaca County, New Mexico",35011,0,0,1 of 2897
"Decatur County, Kansas",20039,0,0,1 of 2897
"Deuel County, Nebraska",31049,0,0,1 of 2897
"Dewey County, South Dakota",46041,0,0,1 of 2897
"Dickenson County, Virginia",51051,0,0,1 of 2897
"Dickey County, North Dakota",38021,0,0,1 of 2897
"Dickinson County, Kansas",20041,0,0,1 of 2897
"Dillingham Census Area, Alaska",02070,0,0,1 of 2897
"Dimmit County, Texas",48127,0,0,1 of 2897
"Doddridge County, West Virginia",54017,0,0,1 of 2897
"Donley County, Texas",48129,0,0,1 of 2897
"Dunn County, North Dakota",38025,0,0,1 of 2897
"Duval County, Texas",48131,0,0,1 of 2897
"Edgar County, Illinois",17045,0,0,1 of 2897
"Elbert County, Colorado",08039,0,0,1 of 2897
"Emmet County, Iowa",19063,0,0,1 of 2897
"Estill County, Kentucky",21065,0,0,1 of 2897
"Faribault County, Minnesota",27043,0,0,1 of 2897
"Fayette County, Indiana",18041,0,0,1 of 2897
"Fergus County, Montana",30027,0,0,1 of 2897
"Fillmore County, Nebraska",31059,0,0,1 of 2897
"Florence County, Wisconsin",55037,0,0,1 of 2897
"Floyd County, Texas",48153,0,0,1 of 2897
"Floyd County, Virginia",51063,0,0,1 of 2897
"Foster County, North Dakota",38031,0,0,1 of 2897
"Franklin County, Indiana",18047,0,0,1 of 2897
"Franklin County, Iowa",19069,0,0,1 of 2897
"Franklin County, Kansas",20059,0,0,1 of 2897
"Franklin County, Maine",23007,0,0,1 of 2897
"Franklin County, Texas",48159,0,0,1 of 2897
"Fremont County, Iowa",19071,0,0,1 of 2897
"Frio County, Texas",48163,0,0,1 of 2897
"Furnas County, Nebraska",31065,0,0,1 of 2897
"Gaines County, Texas",48165,0,0,1 of 2897
"Garfield County, Montana",30033,0,0,1 of 2897
"Garfield County, Nebraska",31071,0,0,1 of 2897
"Gasconade County, Missouri",29073,0,0,1 of 2897
"Gem County, Idaho",16045,0,0,1 of 2897
"Gentry County, Missouri",29075,0,0,1 of 2897
"Gillespie County, Texas",48171,0,0,1 of 2897
"Gilpin County, Colorado",08047,0,0,1 of 2897
"Glacier County, Montana",30035,0,0,1 of 2897
"Golden Valley County, Montana",30037,0,0,1 of 2897
"Gooding County, Idaho",16047,0,0,1 of 2897
"Goshen County, Wyoming",56015,0,0,1 of 2897
"Grainger County, Tennessee",47057,0,0,1 of 2897
"Grand County, Utah",49019,0,0,1 of 2897
"Grant County, Minnesota",27051,0,0,1 of 2897
"Grant County, Nebraska",31075,0,0,1 of 2897
"Greeley County, Nebraska",31077,0,0,1 of 2897
"Green County, Wisconsin",55045,0,0,1 of 2897
"Greene County, Iowa",19073,0,0,1 of 2897
"Gregory County, South Dakota",46053,0,0,1 of 2897
"Grundy County, Iowa",19075,0,0,1 of 2897
"Guadalupe County, New Mexico",35019,0,0,1 of 2897
"Hamilton County, Nebraska",31081,0,0,1 of 2897
"Hamilton County, Texas",48193,0,0,1 of 2897
"Hamlin County, South Dakota",46057,0,0,1 of 2897
"Hampshire County, West Virginia",54027,0,0,1 of 2897
"Hancock County, Kentucky",21091,0,0,1 of 2897
"Hand County, South Dakota",46059,0,0,1 of 2897
"Hardeman County, Texas",48197,0,0,1 of 2897
"Hardin County, Iowa",19083,0,0,1 of 2897
"Harney County, Oregon",41025,0,0,1 of 2897
"Harrison County, Iowa",19085,0,0,1 of 2897
"Harrison County, Missouri",29081,0,0,1 of 2897
"Hemphill County, Texas",48211,0,0,1 of 2897
"Henry County, Missouri",29083,0,0,1 of 2897
"Hettinger County, North Dakota",38041,0,0,1 of 2897
"Hill County, Montana",30041,0,0,1 of 2897
"Hinsdale County, Colorado",08053,0,0,1 of 2897
"Hooker County, Nebraska",31091,0,0,1 of 2897
"Hoonah-Angoon Census Area, Alaska",02105,0,0,1 of 2897
"Howard County, Iowa",19089,0,0,1 of 2897
"Howard County, Nebraska",31093,0,0,1 of 2897
"Hudspeth County, Texas",48229,0,0,1 of 2897
"Hughes County, South Dakota",46065,0,0,1 of 2897
"Humboldt County, Nevada",32013,0,0,1 of 2897
"Hyde County, South Dakota",46069,0,0,1 of 2897
"Ida County, Iowa",19093,0,0,1 of 2897
"Iron County, Wisconsin",55051,0,0,1 of 2897
"Izard County, Arkansas",05065,0,0,1 of 2897
"Jackson County, Colorado",08057,0,0,1 of 2897
"Jackson County, Minnesota",27063,0,0,1 of 2897
"Jasper County, Indiana",18073,0,0,1 of 2897
"Jefferson County, Nebraska",31095,0,0,1 of 2897
"Jefferson County, Oklahoma",40067,0,0,1 of 2897
"Jennings County, Indiana",18079,0,0,1 of 2897
"Jerome County, Idaho",16053,0,0,1 of 2897
"Jim Hogg County, Texas",48247,0,0,1 of 2897
"Johnston County, Oklahoma",40069,0,0,1 of 2897
"Juab County, Utah",49023,0,0,1 of 2897
"Kalawao County, Hawaii",15005,0,0,1 of 2897
"Kanabec County, Minnesota",27065,0,0,1 of 2897
"Kearney County, Nebraska",31099,0,0,1 of 2897
"Kidder County, North Dakota",38043,0,0,1 of 2897
"Kimball County, Nebraska",31105,0,0,1 of 2897
"Kimble County, Texas",48267,0,0,1 of 2897
"Kingfisher County, Oklahoma",40073,0,0,1 of 2897
"Kingman County, Kansas",20095,0,0,1 of 2897
"Kiowa County, Kansas",20097,0,0,1 of 2897
"Kit Carson County, Colorado",08063,0,0,1 of 2897
"Kittson County, Minnesota",27069,0,0,1 of 2897
"Kodiak Island Borough, Alaska",02150,0,0,1 of 2897
"La Paz County, Arizona",04012,0,0,1 of 2897
"LaMoure County, North Dakota",38045,0,0,1 of 2897
"Lac qui Parle County, Minnesota",27073,0,0,1 of 2897
"Lake County, South Dakota",46079,0,0,1 of 2897
"Lake and Peninsula Borough, Alaska",02164,0,0,1 of 2897
"Langlade County, Wisconsin",55067,0,0,1 of 2897
"Las Animas County, Colorado",08071,0,0,1 of 2897
"Latimer County, Oklahoma",40077,0,0,1 of 2897
"Lee County, Kentucky",21129,0,0,1 of 2897
"Lewis County, West Virginia",54041,0,0,1 of 2897
"Lincoln County, Colorado",08073,0,0,1 of 2897
"Lincoln County, Minnesota",27081,0,0,1 of 2897
"Lincoln County, Montana",30053,0,0,1 of 2897
"Lincoln County, New Mexico",35027,0,0,1 of 2897
"Lincoln County, Wisconsin",55069,0,0,1 of 2897
"Lincoln County, Wyoming",56023,0,0,1 of 2897
"Lipscomb County, Texas",48295,0,0,1 of 2897
"Live Oak County, Texas",48297,0,0,1 of 2897
"Lyon County, Iowa",19119,0,0,1 of 2897
"Lyon County, Kentucky",21143,0,0,1 of 2897
"Madison County, Iowa",19121,0,0,1 of 2897
"Madison County, Nebraska",31119,0,0,1 of 2897
"Mahnomen County, Minnesota",27087,0,0,1 of 2897
"Marion County, Iowa",19125,0,0,1 of 2897
"Marshall County, Illinois",17123,0,0,1 of 2897
"Marshall County, Kentucky",21157,0,0,1 of 2897
"Marshall County, Minnesota",27089,0,0,1 of 2897
"Maverick County, Texas",48323,0,0,1 of 2897
"McCulloch County, Texas",48307,0,0,1 of 2897
"McLean County, North Dakota",38055,0,0,1 of 2897
"Meade County, Kansas",20119,0,0,1 of 2897
"Menard County, Illinois",17129,0,0,1 of 2897
"Mercer County, Kentucky",21167,0,0,1 of 2897
"Merrick County, Nebraska",31121,0,0,1 of 2897
"Millard County, Utah",49027,0,0,1 of 2897
"Mills County, Iowa",19129,0,0,1 of 2897
"Miner County, South Dakota",46097,0,0,1 of 2897
"Mingo County, West Virginia",54059,0,0,1 of 2897
"Minidoka County, Idaho",16067,0,0,1 of 2897
"Mono County, California",06051,0,0,1 of 2897
"Monona County, Iowa",19133,0,0,1 of 2897
"Montgomery County, Iowa",19137,0,0,1 of 2897
"Montour County, Pennsylvania",42093,0,0,1 of 2897
"Morgan County, Kentucky",21175,0,0,1 of 2897
"Morgan County, Utah",49029,0,0,1 of 2897
"Morris County, Kansas",20127,0,0,1 of 2897
"Morrow County, Oregon",41049,0,0,1 of 2897
"Morton County, Kansas",20129,0,0,1 of 2897
"Motley County, Texas",48345,0,0,1 of 2897
"Murray County, Oklahoma",40099,0,0,1 of 2897
"Nance County, Nebraska",31125,0,0,1 of 2897
"Natrona County, Wyoming",56025,0,0,1 of 2897
"Ness County, Kansas",20135,0,0,1 of 2897
"New Kent County, Virginia",51127,0,0,1 of 2897
"Newton County, Indiana",18111,0,0,1 of 2897
"Nez Perce County, Idaho",16069,0,0,1 of 2897
"Noble County, Oklahoma",40103,0,0,1 of 2897
"North Slope Borough, Alaska",02185,0,0,1 of 2897
"Northwest Arctic Borough, Alaska",02188,0,0,1 of 2897
"Norton County, Kansas",20137,0,0,1 of 2897
"Nuckolls County, Nebraska",31129,0,0,1 of 2897
"Ochiltree County, Texas",48357,0,0,1 of 2897
"Ohio County, Kentucky",21183,0,0,1 of 2897
"Oldham County, Texas",48359,0,0,1 of 2897
"Oneida County, Idaho",16071,0,0,1 of 2897
"Osborne County, Kansas",20141,0,0,1 of 2897
"Osceola County, Iowa",19143,0,0,1 of 2897
"Ouray County, Colorado",08091,0,0,1 of 2897
"Ozark County, Missouri",29153,0,0,1 of 2897
"Page County, Virginia",51139,0,0,1 of 2897
"Park County, Montana",30067,0,0,1 of 2897
"Parke County, Indiana",18121,0,0,1 of 2897
"Parmer County, Texas",48369,0,0,1 of 2897
"Pawnee County, Nebraska",31133,0,0,1 of 2897
"Payette County, Idaho",16075,0,0,1 of 2897
"Pecos County, Texas",48371,0,0,1 of 2897
"Pend Oreille County, Washington",53051,0,0,1 of 2897
"Pennington County, Minnesota",27113,0,0,1 of 2897
"Perkins County, Nebraska",31135,0,0,1 of 2897
"Perry County, Indiana",18123,0,0,1 of 2897
"Perry County, Tennessee",47135,0,0,1 of 2897
"Phelps County, Nebraska",31137,0,0,1 of 2897
"Pierce County, Nebraska",31139,0,0,1 of 2897
"Pitkin County, Colorado",08097,0,0,1 of 2897
"Platte County, Wyoming",56031,0,0,1 of 2897
"Plymouth County, Iowa",19149,0,0,1 of 2897
"Polk County, Tennessee",47139,0,0,1 of 2897
"Pondera County, Montana",30073,0,0,1 of 2897
"Pope County, Minnesota",27121,0,0,1 of 2897
"Pottawatomie County, Kansas",20149,0,0,1 of 2897
"Potter County, South Dakota",46107,0,0,1 of 2897
"Powell County, Montana",30077,0,0,1 of 2897
"Price County, Wisconsin",55099,0,0,1 of 2897
"Prowers County, Colorado",08099,0,0,1 of 2897
"Randolph County, Indiana",18135,0,0,1 of 2897
"Ransom County, North Dakota",38073,0,0,1 of 2897
"Rappahannock County, Virginia",51157,0,0,1 of 2897
"Rawlins County, Kansas",20153,0,0,1 of 2897
"Reagan County, Texas",48383,0,0,1 of 2897
"Redwood County, Minnesota",27127,0,0,1 of 2897
"Richardson County, Nebraska",31147,0,0,1 of 2897
"Richland County, Montana",30083,0,0,1 of 2897
"Rio Blanco County, Colorado",08103,0,0,1 of 2897
"Ripley County, Indiana",18137,0,0,1 of 2897
"Ritchie County, West Virginia",54085,0,0,1 of 2897
"Rock County, Minnesota",27133,0,0,1 of 2897
"Rock County, Nebraska",31149,0,0,1 of 2897
"Rooks County, Kansas",20163,0,0,1 of 2897
"Roscommon County, Michigan",26143,0,0,1 of 2897
"Rosebud County, Montana",30087,0,0,1 of 2897
"Rowan County, Kentucky",21205,0,0,1 of 2897
"Rush County, Indiana",18139,0,0,1 of 2897
"Russell County, Kansas",20167,0,0,1 of 2897
"Sac County, Iowa",19161,0,0,1 of 2897
"San Juan County, Utah",49037,0,0,1 of 2897
"San Juan County, Washington",53055,0,0,1 of 2897
"San Miguel County, Colorado",08113,0,0,1 of 2897
"Saunders County, Nebraska",31155,0,0,1 of 2897
"Schleicher County, Texas",48413,0,0,1 of 2897
"Scott County, Arkansas",05127,0,0,1 of 2897
"Scott County, Illinois",17171,0,0,1 of 2897
"Sedgwick County, Colorado",08115,0,0,1 of 2897
"Sequatchie County, Tennessee",47153,0,0,1 of 2897
"Sevier County, Utah",49041,0,0,1 of 2897
"Seward County, Nebraska",31159,0,0,1 of 2897
"Shelby County, Illinois",17173,0,0,1 of 2897
"Shelby County, Iowa",19165,0,0,1 of 2897
"Shelby County, Missouri",29205,0,0,1 of 2897
"Sherman County, Kansas",20181,0,0,1 of 2897
"Sherman County, Nebraska",31163,0,0,1 of 2897
"Sherman County, Texas",48421,0,0,1 of 2897
"Sioux County, Iowa",19167,0,0,1 of 2897
"Sioux County, Nebraska",31165,0,0,1 of 2897
"Sitka Borough, Alaska",02220,0,0,1 of 2897
"Socorro County, New Mexico",35053,0,0,1 of 2897
"Southeast Fairbanks Census Area, Alaska",02240,0,0,1 of 2897
"Spencer County, Kentucky",21215,0,0,1 of 2897
"Spink County, South Dakota",46115,0,0,1 of 2897
"Stanton County, Nebraska",31167,0,0,1 of 2897
"Steele County, North Dakota",38091,0,0,1 of 2897
"Stephens County, Texas",48429,0,0,1 of 2897
"Stevens County, Kansas",20189,0,0,1 of 2897
"Stillwater County, Montana",30095,0,0,1 of 2897
"Storey County, Nevada",32029,0,0,1 of 2897
"Sullivan County, Indiana",18153,0,0,1 of 2897
"Sully County, South Dakota",46119,0,0,1 of 2897
"Sweet Grass County, Montana",30097,0,0,1 of 2897
"Teton County, Montana",30099,0,0,1 of 2897
"Thomas County, Kansas",20193,0,0,1 of 2897
"Thurston County, Nebraska",31173,0,0,1 of 2897
"Tillamook County, Oregon",41057,0,0,1 of 2897
"Tooele County, Utah",49045,0,0,1 of 2897
"Toole County, Montana",30101,0,0,1 of 2897
"Towns County, Georgia",13281,0,0,1 of 2897
"Tucker County, West Virginia",54093,0,0,1 of 2897
"Tuolumne County, California",06109,0,0,1 of 2897
"Uinta County, Wyoming",56041,0,0,1 of 2897
"Union County, New Mexico",35059,0,0,1 of 2897
"Union County, South Dakota",46127,0,0,1 of 2897
"Union County, Tennessee",47173,0,0,1 of 2897
"Upton County, Texas",48461,0,0,1 of 2897
"Valdez-Cordova Census Area, Alaska",02261,0,0,1 of 2897
"Valley County, Montana",30105,0,0,1 of 2897
"Van Buren County, Iowa",19177,0,0,1 of 2897
"Van Wert County, Ohio",39161,0,0,1 of 2897
"Vernon County, Missouri",29217,0,0,1 of 2897
"Wabasha County, Minnesota",27157,0,0,1 of 2897
